Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Frequency_Score,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Purchase_Categories_List
2023-06-11 22:44:46,60,Female,Once a week,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a week,Not specified,First page,4,No,Never,High shipping costs,Often,Yes,Occasionally,No,3,Yes,2,5,Not specified,Scrolling option would be much better than going to next page,951696,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-06 16:25:49,60,Other,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Multiple times a day,Keyword Search,First page,4,Maybe,Often,Changed my mind or no longer need the item,Often,Yes,Moderately,No,1,No,5,1,Product recommendations,Customer service responsiveness,647416,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Other']"
2023-06-04 21:40:54,64,Female,Multiple times a week,Home and Kitchen;others,No,Multiple times a day,Keyword Search,Multiple pages,4,Yes,Often,High shipping costs,Often,No,Occasionally,Yes,5,Sometimes,2,1,All the above,I have no problem with Amazon yet. But others tell me about the refund issues,762146,"['Home and Kitchen', 'Other']"
2023-06-12 15:40:25,44,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Rarely,Filter,First page,5,Yes,Sometimes,High shipping costs,Sometimes,No,Never,No,1,Sometimes,5,2,Quick delivery,Irrelevant product suggestions,278543,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-08 17:55:54,66,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Multiple times a day,Not specified,Multiple pages,4,No,Never,Changed my mind or no longer need the item,Often,No,Rarely,No,1,Yes,2,2,Wide product selection,Quality of product is very poor according to the big offers,676990,"['Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-04 20:46:02,48,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,First page,1,No,Always,Found a better price elsewhere,Never,No,Moderately,No,3,Yes,1,3,Wide product selection,Scrolling option would be much better than going to next page,683010,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-05 22:05:25,60,Other,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Few times a month,Category Browsing,First page,3,No,Always,Other,Sometimes,No,Moderately,No,3,No,1,4,Competitive prices,No problems with Amazon,222573,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Other']"
2023-06-08 17:19:56,65,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Other,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Always,No,Never,Yes,3,Yes,5,3,Quick delivery,Shipping speed and reliability,552844,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 22:07:42,19,Other,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Category Browsing,First page,1,Yes,Sometimes,High shipping costs,Often,Yes,Heavily,Sometimes,5,No,5,4,Customer service,I don't have any problem with Amazon,320886,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-08 17:28:09,10,Female,Less than once a month,Clothing and Fashion;Home and Kitchen;others,No,Rarely,Not specified,Multiple pages,1,No,Always,Other,Never,No,Heavily,Sometimes,4,Sometimes,1,1,Quick delivery,Reducing packaging waste,767483,"['Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-05 20:52:01,46,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Filter,Multiple pages,3,Yes,Rarely,Changed my mind or no longer need the item,Rarely,No,Never,No,3,No,1,2,User-friendly website/app interface,User interface,801340,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-12 15:53:28,22,Male,Less than once a month,Beauty and Personal Care;others,No,Multiple times a day,Filter,First page,4,Maybe,Rarely,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,5,No,4,1,Quick delivery,Irrelevant product suggestions,262036,"['Beauty and Personal Care', 'Other']"
2023-06-04 21:48:15,63,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Other,Multiple pages,2,Maybe,Never,Found a better price elsewhere,Always,Yes,Moderately,Yes,1,Yes,4,2,User-friendly website/app interface,I don't have any problem with Amazon,450474,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-06 18:42:00,60,Other,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Other,First page,5,Maybe,Always,Changed my mind or no longer need the item,Always,Yes,Rarely,No,5,No,4,1,Not specified,Product quality and accuracy,895541,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-05 13:27:08,18,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Multiple times a day,Not specified,First page,5,No,Never,Other,Rarely,Yes,Occasionally,Yes,3,No,3,3,Customer service,Product quality and accuracy,521709,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-06 19:15:48,41,Prefer not to say,Less than once a month,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,2,Maybe,Often,Other,Rarely,Yes,Heavily,Yes,2,Sometimes,4,3,Competitive prices,User interface of app,364684,['Beauty and Personal Care']
2023-06-07 21:16:59,63,Other,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword Search,Multiple pages,2,Yes,Never,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,5,No,4,3,Quick delivery,Scrolling option would be much better than going to next page,356354,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-06 23:06:30,15,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Rarely,Category Browsing,Multiple pages,5,No,Always,High shipping costs,Rarely,No,Heavily,Sometimes,2,Yes,5,5,Customer service,Scrolling option would be much better than going to next page,164418,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Other']"
2023-06-05 13:35:41,49,Other,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Not specified,First page,3,Maybe,Always,High shipping costs,Sometimes,No,Heavily,No,1,Yes,3,5,Customer service,Add more familiar brands to the list,325818,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-09 16:31:33,66,Male,Once a week,others,No,Few times a week,Filter,Multiple pages,3,No,Sometimes,High shipping costs,Often,Yes,Never,Sometimes,2,Sometimes,1,5,User-friendly website/app interface,Not specified,654951,['Other']
2023-06-06 19:20:35,61,Prefer not to say,Less than once a month,Beauty and Personal Care;others,No,Rarely,Other,Multiple pages,3,No,Always,Found a better price elsewhere,Always,No,Occasionally,No,4,Yes,3,3,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues,930648,"['Beauty and Personal Care', 'Other']"
2023-06-11 22:44:01,10,Other,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Rarely,Filter,First page,2,Yes,Always,High shipping costs,Rarely,No,Heavily,No,2,Sometimes,5,2,Customer service,User interface,944557,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-08 17:36:14,61,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,No,Few times a month,Filter,First page,2,Maybe,Sometimes,Other,Sometimes,Yes,Heavily,No,3,Yes,4,1,Customer service,better app interface and lower shipping charges,134506,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-09 14:43:37,44,Other,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword Search,First page,3,Yes,Sometimes,High shipping costs,Always,Yes,Rarely,Sometimes,2,Sometimes,2,1,Not specified,Add more familiar brands to the list,743216,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-07 12:50:13,53,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Not specified,First page,4,Maybe,Sometimes,Other,Often,No,Heavily,No,1,Sometimes,3,5,Customer service,better app interface and lower shipping charges,852261,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-07 20:41:53,64,Prefer not to say,Once a week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Always,High shipping costs,Sometimes,No,Moderately,No,5,Sometimes,2,2,Wide product selection,Scrolling option would be much better than going to next page,874514,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-09 12:22:47,6,Other,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,Filter,Multiple pages,4,Maybe,Rarely,Other,Sometimes,Yes,Heavily,No,2,Sometimes,2,5,Wide product selection,User interface of app,881216,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-11 23:19:12,39,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Rarely,Category Browsing,First page,4,Maybe,Rarely,Other,Sometimes,No,Never,Yes,4,Yes,2,3,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues,527877,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Other']"
2023-06-08 17:35:25,61,Male,Once a month,Clothing and Fashion,No,Multiple times a day,Not specified,First page,4,Yes,Often,Other,Always,Yes,Rarely,Sometimes,3,Sometimes,2,1,All the above,Quality of product is very poor according to the big offers,720486,['Clothing and Fashion']
2023-06-04 20:46:02,17,Male,Few times a month,Beauty and Personal Care;Home and Kitchen;others,No,Few times a week,Category Browsing,Multiple pages,5,No,Always,Other,Never,No,Occasionally,Sometimes,3,Yes,4,1,Wide product selection,User interface,222665,"['Beauty and Personal Care', 'Home and Kitchen', 'Other']"
2023-06-04 23:24:41,20,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Keyword Search,First page,3,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,2,Sometimes,3,1,Wide product selection,Customer service responsiveness,788596,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-08 17:35:25,25,Other,Less than once a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,Keyword Search,Multiple pages,3,Maybe,Often,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,1,Sometimes,1,5,All the above,Add more familiar brands to the list,519655,"['Beauty and Personal Care', 'Home and Kitchen']"
2023-06-08 17:30:12,29,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a month,Other,Multiple pages,5,Yes,Never,High shipping costs,Sometimes,No,Never,No,2,Sometimes,3,3,Competitive prices,Nothing,317054,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-09 09:39:04,3,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Not specified,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Rarely,Yes,Rarely,No,5,Yes,1,5,Not specified,I don't have any problem with Amazon,324626,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-09 10:26:01,34,Other,Once a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,Keyword Search,Multiple pages,2,No,Rarely,Other,Rarely,No,Never,Sometimes,4,Yes,4,4,Quick delivery,Quality of product is very poor according to the big offers,765145,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-12 15:59:10,18,Other,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Other,First page,2,Maybe,Rarely,Other,Often,Yes,Occasionally,No,3,Yes,2,3,Wide product selection,Quality of product is very poor according to the big offers,276316,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-08 17:42:23,50,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Not specified,Multiple pages,3,No,Always,High shipping costs,Sometimes,Yes,Rarely,Yes,2,No,4,3,Not specified,Scrolling option would be much better than going to next page,290115,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-08 17:54:49,21,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Multiple times a day,Category Browsing,First page,3,Yes,Always,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Sometimes,5,Yes,2,4,Not specified,Add more familiar brands to the list,633295,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Other']"
2023-06-11 09:53:31,33,Female,Once a week,Clothing and Fashion,No,Multiple times a day,Not specified,Multiple pages,2,Maybe,Never,Found a better price elsewhere,Often,No,Moderately,Sometimes,3,No,1,5,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues,702519,['Clothing and Fashion']
2023-06-08 17:59:25,40,Male,Less than once a month,others,No,Few times a week,Filter,Multiple pages,5,No,Always,Other,Sometimes,Yes,Rarely,No,5,Sometimes,4,5,Customer service,Shipping speed and reliability,773120,['Other']
2023-06-09 14:49:20,61,Prefer not to say,Few times a month,Home and Kitchen;others,Yes,Few times a month,Not specified,Multiple pages,3,Yes,Never,Changed my mind or no longer need the item,Always,No,Heavily,No,2,Yes,4,4,Not specified,I don't have any problem with Amazon,575959,"['Home and Kitchen', 'Other']"
2023-06-11 23:21:30,66,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Keyword Search,Multiple pages,3,Yes,Rarely,Other,Often,No,Moderately,No,3,Sometimes,3,3,All the above,I don't have any problem with Amazon,122316,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-08 17:38:57,21,Other,Multiple times a week,Clothing and Fashion;others,No,Few times a week,Category Browsing,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,No,2,Yes,3,3,User-friendly website/app interface,Irrelevant product suggestions,370501,"['Clothing and Fashion', 'Other']"
2023-06-06 18:41:11,66,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a month,Not specified,Multiple pages,5,Yes,Never,Changed my mind or no longer need the item,Sometimes,Yes,Never,Sometimes,5,Yes,3,5,All the above,Add more familiar brands to the list,860022,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-08 22:38:16,28,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,Other,Multiple pages,1,No,Never,High shipping costs,Sometimes,Yes,Moderately,No,4,Yes,2,4,Competitive prices,Shipping speed and reliability,916642,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-07 20:41:53,48,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,Keyword Search,Multiple pages,5,Maybe,Rarely,High shipping costs,Never,Yes,Occasionally,No,3,Yes,1,2,Customer service,Add more familiar brands to the list,249922,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Other']"
